Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
112,Marcus Derrickson\derrima01,SF,22,GSW,3,0,4.3,0.7,1.7,.400,0.3,0.7,.500,0.3,1.0,.333,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.7,1.7,1.7
113,Cheick Diallo\diallch01,PF,22,NOP,18,0,8.9,1.4,2.8,.510,0.0,0.1,.000,1.4,2.8,.520,.510,0.9,1.1,.800,0.9,2.4,3.4,0.3,0.2,0.7,0.4,1.2,3.8
114,Hamidou Diallo\diallha01,SG,20,OKC,16,2,14.6,2.4,5.2,.470,0.3,0.9,.267,2.2,4.3,.515,.494,1.1,1.6,.720,1.2,1.6,2.8,0.5,0.9,0.3,0.4,1.9,6.3
115,Gorgui Dieng\dienggo01,C,29,MIN,24,0,13.5,2.0,4.5,.449,0.2,0.8,.222,1.8,3.7,.494,.467,1.0,1.3,.833,0.9,3.1,4.0,0.8,0.5,0.6,0.8,1.8,5.2
116,Spencer Dinwiddie\dinwisp01,PG,25,BRK,25,3,28.4,5.3,11.6,.460,2.0,5.5,.362,3.3,6.0,.550,.547,3.0,3.8,.792,0.6,2.0,2.6,4.9,0.6,0.3,2.1,3.2,15.7
117,Donte DiVincenzo\divindo01,SG,22,MIL,17,0,17.1,2.2,5.2,.420,0.9,3.4,.263,1.3,1.8,.710,.506,0.5,0.6,.818,0.6,2.1,2.7,1.4,0.4,0.1,0.8,1.7,5.8
118,Luka Doncic\doncilu01,PF,19,DAL,21,21,33.1,6.4,14.5,.443,2.3,6.0,.386,4.1,8.5,.483,.523,3.4,4.3,.789,1.1,5.5,6.6,4.2,1.0,0.4,3.7,2.2,18.6
119,Tyler Dorsey\dorsety01,SG,22,ATL,11,0,9.9,1.3,3.6,.350,0.2,1.2,.154,1.1,2.5,.444,.375,0.5,1.1,.417,0.2,1.3,1.5,0.6,0.3,0.0,0.2,0.6,3.2
120,Damyean Dotson\dotsoda01,SG,24,NYK,19,9,26.7,4.6,9.7,.473,1.7,4.3,.402,2.8,5.4,.529,.563,0.8,1.0,.789,1.0,3.6,4.6,0.9,1.0,0.2,0.6,1.7,11.7
121,PJ Dozier\doziepj01,PG,22,BOS,1,0,6.0,3.0,5.0,.600,1.0,1.0,1.000,2.0,4.0,.500,.700,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0
122,Goran Dragic\dragigo01,PG,32,MIA,12,12,30.8,5.8,13.8,.416,1.7,5.2,.323,4.1,8.7,.471,.476,3.2,4.2,.760,0.7,2.7,3.3,4.7,0.6,0.3,2.5,2.5,16.3
123,Andre Drummond\drumman01,C,25,DET,21,21,32.9,7.9,15.1,.521,0.1,0.9,.167,7.7,14.2,.542,.525,2.5,5.2,.473,6.1,9.8,15.9,1.3,1.4,1.8,2.5,3.6,18.3
124,Jared Dudley\dudleja01,PF,33,BRK,25,20,22.2,1.6,4.3,.364,0.8,2.7,.294,0.8,1.6,.487,.458,0.4,0.6,.688,0.7,2.0,2.7,1.4,0.6,0.2,0.9,2.6,4.4
125,Kris Dunn\dunnkr01,PG,24,CHI,1,1,30.0,4.0,13.0,.308,1.0,4.0,.250,3.0,9.0,.333,.346,0.0,0.0,,0.0,4.0,4.0,7.0,0.0,0.0,4.0,6.0,9.0
126,Kevin Durant\duranke01,PF,30,GSW,25,25,35.8,10.5,20.2,.518,1.5,4.5,.327,9.0,15.7,.573,.554,7.5,8.1,.931,0.5,7.2,7.7,6.2,0.9,1.1,3.3,2.1,30.0
127,Vince Edwards\edwarvi01,SF,22,HOU,1,0,4.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
128,Henry Ellenson\ellenhe01,PF,22,DET,1,0,8.0,2.0,5.0,.400,1.0,2.0,.500,1.0,3.0,.333,.500,2.0,2.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0
129,Wayne Ellington\ellinwa01,SG,31,MIA,16,10,26.3,3.3,8.8,.371,2.8,7.4,.381,0.4,1.4,.318,.532,0.7,0.8,.846,0.4,2.2,2.6,1.6,1.3,0.2,0.8,2.0,10.0
130,Joel Embiid\embiijo01,C,24,PHI,25,25,34.2,8.7,18.6,.468,1.2,4.1,.301,7.5,14.5,.515,.501,8.3,10.4,.797,2.2,11.2,13.4,3.5,0.5,2.0,3.1,3.4,27.0
131,James Ennis\ennisja01,SF,28,HOU,20,20,25.5,3.1,6.3,.496,1.4,3.6,.380,1.8,2.7,.648,.604,1.0,1.5,.690,1.0,1.5,2.5,0.7,1.0,0.4,0.7,3.5,8.6
132,Drew Eubanks\eubandr01,PF,21,SAS,3,0,4.3,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.7,0.7,1.000,0.3,0.0,0.3,0.0,0.0,0.0,0.7,0.0,2.7
133,Jacob Evans\evansja02,SG,21,GSW,16,0,4.6,0.2,0.9,.200,0.1,0.3,.250,0.1,0.7,.182,.233,0.0,0.0,,0.1,0.4,0.4,0.6,0.1,0.1,0.3,0.6,0.4
134,Tyreke Evans\evansty01,SG,29,IND,23,8,21.8,3.7,10.1,.369,1.4,3.9,.371,2.3,6.3,.368,.440,1.7,2.2,.760,0.6,2.2,2.8,2.6,1.3,0.3,2.1,1.9,10.6
135,Dante Exum\exumda01,PG,23,UTA,24,0,16.1,2.2,5.7,.382,0.5,1.6,.282,1.7,4.0,.423,.423,1.7,2.3,.741,0.4,1.3,1.7,2.0,0.3,0.2,1.1,1.7,6.5
136,Kenneth Faried\farieke01,PF,29,BRK,8,0,5.6,1.4,1.8,.786,0.0,0.0,,1.4,1.8,.786,.786,0.4,0.9,.429,0.9,1.1,2.0,0.0,0.1,0.1,0.4,0.3,3.1
137,Derrick Favors\favorde01,C,27,UTA,24,22,22.8,4.2,7.0,.592,0.3,1.1,.308,3.8,6.0,.643,.615,1.7,2.8,.621,2.9,4.1,7.0,0.9,0.8,1.3,1.2,2.4,10.4
138,Cristiano Felicio\feliccr01,C,26,CHI,18,0,12.4,1.4,2.4,.568,0.0,0.1,.000,1.4,2.4,.581,.568,0.8,1.0,.778,0.9,2.6,3.5,0.6,0.1,0.1,0.7,1.2,3.6
139,Raymond Felton\feltora01,PG,34,OKC,13,0,11.0,1.9,5.5,.352,0.4,2.2,.179,1.5,3.3,.465,.387,0.6,0.7,.889,0.2,1.3,1.5,1.8,0.5,0.3,0.8,0.8,4.8
140,Terrance Ferguson\fergute01,SG,20,OKC,16,16,21.7,1.5,4.2,.358,0.7,2.8,.250,0.8,1.4,.565,.440,0.3,0.4,.833,0.7,1.4,2.1,0.9,0.6,0.3,0.9,2.8,4.0
141,Yogi Ferrell\ferreyo01,SG,25,SAC,14,2,13.6,1.6,4.1,.404,0.6,1.7,.333,1.1,2.4,.455,.474,1.1,1.1,1.000,0.1,1.3,1.4,0.9,0.5,0.1,0.5,0.9,4.9
142,Dorian Finney-Smith\finnedo01,SF,25,DAL,22,10,27.0,3.2,6.8,.470,1.4,3.6,.392,1.8,3.2,.557,.574,0.8,1.4,.600,1.8,2.4,4.2,0.7,1.2,0.5,1.0,3.0,8.6
143,Bryn Forbes\forbebr01,PG,25,SAS,24,24,27.4,4.6,10.2,.449,2.2,5.0,.438,2.4,5.2,.460,.557,0.8,1.0,.783,0.2,1.6,1.8,2.2,0.6,0.0,1.2,2.5,12.1
144,Evan Fournier\fournev01,SG,26,ORL,24,24,30.1,5.8,13.9,.416,1.9,6.2,.304,3.9,7.8,.505,.484,1.4,1.9,.739,0.3,2.6,2.8,3.9,1.1,0.3,1.9,2.8,14.9
145,De'Aaron Fox\foxde01,PG,21,SAC,23,23,32.4,6.0,13.1,.458,1.1,3.0,.382,4.9,10.1,.481,.502,4.1,5.9,.704,0.5,3.3,3.8,7.5,1.3,0.5,3.3,2.3,17.3
146,Melvin Frazier\frazime01,SG,22,ORL,2,0,5.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
147,Tim Frazier\fraziti01,PG,28,NOP,16,6,16.9,1.3,3.3,.396,0.6,1.6,.346,0.8,1.7,.444,.481,0.4,0.6,.667,0.6,1.5,2.1,3.8,0.4,0.1,1.1,1.9,3.6
148,Channing Frye\fryech01,C,35,CLE,5,1,8.2,0.8,1.8,.444,0.6,1.0,.600,0.2,0.8,.250,.611,0.0,0.0,,0.0,2.0,2.0,0.2,0.2,0.0,0.6,1.2,2.2
149,Markelle Fultz\fultzma01,SG,20,PHI,19,15,22.5,3.4,8.2,.419,0.2,0.7,.286,3.2,7.4,.433,.432,1.1,1.9,.568,1.4,2.3,3.7,3.1,0.9,0.3,1.3,2.7,8.2
150,Danilo Gallinari\gallida01,SF,30,LAC,22,22,31.5,5.8,13.0,.443,2.5,5.3,.462,3.3,7.7,.429,.537,5.2,5.5,.943,1.0,5.0,6.0,2.2,0.6,0.3,1.0,2.1,19.2
151,Langston Galloway\gallola01,SG,27,DET,20,0,24.6,2.9,7.3,.400,1.8,5.1,.347,1.2,2.2,.523,.521,1.1,1.4,.815,0.5,2.2,2.7,1.4,0.3,0.1,0.5,2.0,8.7
152,Marc Gasol\gasolma01,C,34,MEM,22,22,35.7,6.3,13.4,.471,1.9,4.6,.416,4.4,8.8,.500,.542,3.5,4.8,.726,1.2,8.2,9.4,4.0,1.6,1.4,1.9,2.9,18.0
153,Pau Gasol\gasolpa01,C,38,SAS,9,0,17.4,2.4,4.8,.512,0.4,0.8,.571,2.0,4.0,.500,.558,1.4,2.0,.722,1.2,4.9,6.1,3.3,0.1,1.0,0.8,1.8,6.8
154,Rudy Gay\gayru01,SF,32,SAS,20,17,26.7,5.1,10.2,.495,1.3,2.6,.510,3.8,7.7,.490,.559,1.4,1.7,.794,1.2,5.5,6.7,2.2,0.7,0.6,1.5,2.5,12.8
155,Paul George\georgpa01,SF,28,OKC,22,22,34.7,8.1,19.4,.417,3.1,8.8,.351,5.0,10.6,.472,.496,4.0,4.8,.829,1.3,6.5,7.8,4.3,2.2,0.8,2.9,3.0,23.2
156,Taj Gibson\gibsota01,PF,33,MIN,24,24,26.3,4.3,8.0,.534,0.3,0.8,.421,4.0,7.3,.546,.554,1.9,2.7,.703,2.9,4.0,7.0,1.5,1.0,0.6,1.0,2.6,10.8
157,Harry Giles\gilesha01,PF,20,SAC,18,0,10.3,2.4,5.2,.468,0.0,0.1,.000,2.4,5.1,.478,.468,0.6,1.2,.476,1.1,2.1,3.1,1.2,0.7,0.2,1.1,2.4,5.4
158,Shai Gilgeous-Alexander\gilgesh01,PG,20,LAC,23,14,27.6,3.9,8.3,.468,0.5,1.5,.343,3.3,6.7,.497,.500,2.3,2.9,.818,0.9,2.4,3.3,2.9,1.0,0.7,1.9,1.8,10.6
159,Rudy Gobert\goberru01,C,26,UTA,25,25,32.4,5.9,8.6,.692,0.0,0.0,,5.9,8.6,.692,.692,3.6,6.1,.595,3.6,9.2,12.8,1.8,0.9,2.1,1.6,2.9,15.5
